County,Alfa Romeo Tonale,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q4 Sportback e-tron,Audi Q4 e-tron,Audi Q5 Plug In,Audi Q8 Sportback e-tron,Audi Q8 e-tron,Audi RS e-tron GT,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW XM,BMW i3,BMW i3 REx,BMW i4,BMW i5,BMW i7,BMW i8,BMW iX,BYD 8TT,Bentley Bentayga Hybrid,Bentley Flying Spur Hybrid,BrightDrop EV600,Cadillac CT6,Cadillac ELR,Cadillac Lyriq,Chevrolet Blazer EV,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Silverado EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,Dodge Hornet,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Fisker Ocean,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,Freightliner eCascadia,GEM NEV,GMC Hummer EV Pickup,GMC Hummer EV SUV,GMC Sierra EV,Genesis G80 EV,Genesis GV60 EV,Genesis GV70 EV,Gillig Battery Electric Bus,GreenPower EV Star,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq 5,Hyundai Ioniq 6,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,IC Bus CE Electric Bus,International MV60E,Jaguar I-PACE,Jaguar I-Pace,Jeep Grand Cherokee Plug In,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia EV9,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorento Plug In,Kia Soul EV,Kia Sportage Plug-In,Land Rover Range Rover Plug In,Lexus NX 450h+,Lexus RZ 450e,Lexus TX 500h,Lincoln Aviator Plug In,Lincoln Corsair,Lion LionC Bus,Lucid Air,Mazda CX-90,Mazda MX-30,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQB,Mercedes EQE,Mercedes EQE SUV,Mercedes EQS,Mercedes EQS SUV,Mercedes GLC 350e Hybrid,Mercedes GLE 450e,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Mercedes S580e,Miles ZX40ST,Mini Cooper SE Countryman,Mini Cooper SE Hardtop 2 Door,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Ariya,Nissan Leaf,Peterbilt 220EV,Peterbilt 579EV,Polestar 1,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Panamera Turbo S E-Hybrid,Porsche Taycan,Rivian EDV,Rivian R1S,Rivian R1T,Rolls Royce Spectre,Smart EQ ForTwo,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Subaru Solterra,Tesla Cybertruck,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Tesla Semi,Toyota BZ4X,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,VinFast VF 8,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo Trucks VNR Electric Truck,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug-In,Volvo XC90 Plug-In,Wheego Life,Xos MDXT,Xos SV,Grand Total
Morris,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,3.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,21.0
Motley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
Nacogdoches,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,,,,,,,2.0,,,,,,8.0,1.0,,,,,,,,1.0,,1.0,1.0,,2.0,6.0,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,1.0,8.0,,2.0,,,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,4.0,,,,,,,1.0,2.0,21.0,8.0,3.0,22.0,,,,,5.0,,2.0,,1.0,,,,,,,,1.0,2.0,,,,122.0
Navarro,,,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,2.0,,2.0,4.0,1.0,,1.0,3.0,,1.0,,,,,,2.0,,,3.0,,4.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,7.0,,1.0,1.0,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,27.0,6.0,2.0,15.0,,,,,3.0,,2.0,,,,,,,,,,,1.0,,,,105.0
Newton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0
Nolan,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,10.0
Nueces,4.0,2.0,,,,1.0,1.0,,1.0,,1.0,1.0,,9.0,7.0,,3.0,14.0,4.0,3.0,9.0,11.0,2.0,1.0,3.0,8.0,,,,,1.0,2.0,15.0,5.0,12.0,18.0,1.0,3.0,23.0,37.0,,3.0,,,5.0,,2.0,7.0,2.0,4.0,17.0,13.0,16.0,37.0,,,,2.0,5.0,6.0,,1.0,,,,,,12.0,10.0,11.0,1.0,1.0,6.0,,,,,,,2.0,26.0,52.0,,12.0,4.0,6.0,3.0,1.0,3.0,,2.0,,3.0,,,4.0,3.0,,6.0,2.0,,,,1.0,4.0,,4.0,6.0,,3.0,5.0,,,,,,1.0,,14.0,,,7.0,13.0,,,,2.0,,5.0,1.0,,2.0,,10.0,7.0,,,1.0,,,,2.0,21.0,318.0,60.0,41.0,238.0,,,2.0,2.0,27.0,,20.0,,27.0,,,1.0,,,1.0,,5.0,6.0,,,,1349.0
Ochiltree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,7.0
Oldham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
Orange,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,1.0,,,,,,,,,1.0,4.0,4.0,,,5.0,7.0,,1.0,,,,,,1.0,,2.0,4.0,,1.0,8.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,11.0,,4.0,,1.0,2.0,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,31.0,13.0,7.0,26.0,,,,,,,,,1.0,,,,,,,,,,,,,153.0
Palo Pinto,,,,,,,1.0,,,,,,,,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,5.0,2.0,,2.0,,,,,1.0,2.0,,2.0,7.0,,2.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,5.0,7.0,,7.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,65.0
Panola,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,5.0,2.0,,2.0,,,,,,,1.0,,2.0,,,,1.0,,,,1.0,,,,,27.0
Parker,,4.0,,1.0,,,4.0,,2.0,,7.0,4.0,4.0,2.0,9.0,,4.0,12.0,1.0,3.0,4.0,11.0,,1.0,3.0,6.0,,,,,1.0,2.0,21.0,6.0,8.0,17.0,,,34.0,22.0,,,,,5.0,,1.0,6.0,2.0,6.0,26.0,1.0,21.0,50.0,,,,,3.0,4.0,,,,,,,,8.0,8.0,,1.0,1.0,3.0,1.0,,,,,,1.0,9.0,32.0,,11.0,9.0,3.0,1.0,1.0,4.0,2.0,1.0,,,,,5.0,2.0,,2.0,4.0,,,,,4.0,1.0,1.0,4.0,1.0,1.0,2.0,,1.0,,1.0,,1.0,,2.0,,,5.0,17.0,,,,,,5.0,3.0,,5.0,,21.0,7.0,,,1.0,1.0,,,,14.0,245.0,78.0,42.0,262.0,,,5.0,3.0,19.0,1.0,10.0,1.0,23.0,1.0,4.0,1.0,1.0,,,3.0,6.0,13.0,,,,1243.0
Parmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,5.0
Pecos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,11.0
Polk,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,3.0,4.0,,,7.0,4.0,,,,,,1.0,,4.0,,2.0,3.0,,5.0,5.0,,,,1.0,,,,,,,,,,,1.0,1.0,,,2.0,1.0,1.0,,,,,,3.0,20.0,,4.0,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,2.0,,,1.0,2.0,,,,1.0,,,,,,,1.0,2.0,,,,,,,,3.0,32.0,13.0,5.0,23.0,,,,,5.0,,3.0,,,,1.0,1.0,,,,,,,,,,177.0
Potter,,,,,1.0,,1.0,,,,1.0,,,,,,,5.0,,,1.0,,,,,1.0,,,,,,,3.0,1.0,4.0,3.0,3.0,1.0,7.0,8.0,,,,,1.0,,,1.0,6.0,8.0,8.0,,14.0,9.0,,,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,3.0,8.0,,1.0,,1.0,,,1.0,,,,,,,4.0,,,,4.0,,,,,,,,2.0,,1.0,,1.0,,,,,,1.0,3.0,,,1.0,7.0,,,,1.0,,,,,,,3.0,,,,,,,,,8.0,52.0,16.0,7.0,27.0,,,4.0,,9.0,,7.0,,3.0,,,1.0,,,,1.0,,,1.0,,,269.0
Presidio,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,10.0
Rains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,2.0,3.0,5.0,,,,,,,3.0,,1.0,,,,,,,,,1.0,,,,40.0
Randall,,,,,,,1.0,,,1.0,6.0,,1.0,1.0,1.0,,,4.0,,,,,,,,1.0,,,,,1.0,,1.0,,4.0,12.0,,,26.0,5.0,,,,,2.0,1.0,,3.0,,2.0,9.0,,6.0,22.0,,,,1.0,1.0,3.0,,,,,,,,4.0,4.0,1.0,,2.0,,1.0,,,,,,,4.0,12.0,,2.0,1.0,1.0,,,2.0,,1.0,,1.0,1.0,,11.0,2.0,,,4.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,4.0,11.0,,,,,,3.0,,,2.0,,8.0,3.0,,,,,,,4.0,10.0,122.0,33.0,32.0,88.0,,,1.0,1.0,22.0,,15.0,,18.0,,1.0,1.0,,,1.0,,2.0,1.0,,,,556.0
Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,5.0
Red River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,11.0
Reeves,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,21.0
Refugio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,8.0
Robertson,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,3.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,22.0
Rockwall,,,,,2.0,4.0,6.0,,6.0,,5.0,2.0,1.0,6.0,18.0,,1.0,13.0,3.0,2.0,8.0,11.0,4.0,,5.0,9.0,,,,,,5.0,31.0,11.0,12.0,19.0,,1.0,31.0,21.0,,1.0,,,5.0,,,5.0,4.0,8.0,22.0,,17.0,58.0,,,,,3.0,12.0,,1.0,4.0,1.0,,,,6.0,8.0,4.0,2.0,,3.0,,,,,,,3.0,12.0,49.0,2.0,18.0,13.0,6.0,3.0,,1.0,,3.0,1.0,,,,7.0,2.0,,3.0,9.0,,,,1.0,6.0,1.0,4.0,15.0,,3.0,3.0,,,,,,,1.0,1.0,,,5.0,14.0,,,,4.0,,6.0,4.0,,17.0,,19.0,11.0,1.0,,,,,,7.0,32.0,376.0,120.0,62.0,381.0,,,2.0,3.0,32.0,,9.0,,18.0,2.0,2.0,,,,,3.0,7.0,10.0,,,,1715.0
Runnels,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,12.0
Rusk,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,3.0,,2.0,1.0,,,5.0,,,1.0,,1.0,,,,1.0,,1.0,2.0,,7.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,3.0,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,,2.0,,,,,,,,,17.0,5.0,5.0,15.0,,,,1.0,4.0,,,,,,,,,,,,1.0,1.0,,,,100.0
Sabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,9.0
San Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,8.0
San Jacinto,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,2.0,,,3.0,,,1.0,3.0,,,,,,,,1.0,1.0,1.0,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,14.0,3.0,,11.0,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,63.0
San Patricio,,,,,,,,,,,,,,4.0,2.0,,,2.0,,1.0,,,1.0,1.0,2.0,2.0,,,,,,,4.0,2.0,2.0,5.0,,,7.0,4.0,,,,,,,,,,3.0,4.0,,3.0,7.0,,,,,,1.0,,,1.0,,,,,1.0,2.0,,,,1.0,,,,,,,,8.0,8.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,26.0,6.0,2.0,32.0,,,,,4.0,,2.0,,1.0,1.0,,,,,,,,2.0,,,,161.0
San Saba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,12.0
Scurry,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,20.0
Shackelford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Shelby,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,4.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,20.0
Sherman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Smith,,1.0,,,,,1.0,,2.0,,2.0,,,4.0,5.0,1.0,2.0,14.0,3.0,2.0,7.0,6.0,1.0,,3.0,8.0,,,,,,1.0,15.0,3.0,11.0,13.0,,1.0,38.0,13.0,,,,,3.0,,1.0,4.0,,5.0,6.0,1.0,11.0,16.0,,,,5.0,4.0,1.0,,,1.0,,,,,7.0,4.0,5.0,,,2.0,,1.0,,,,,,9.0,34.0,,13.0,2.0,4.0,4.0,,4.0,1.0,1.0,3.0,,,,5.0,,,,2.0,,,,1.0,6.0,,10.0,7.0,,,1.0,,1.0,,,,1.0,,4.0,,,3.0,19.0,,,,,,3.0,2.0,,6.0,,7.0,3.0,,,1.0,,,1.0,3.0,11.0,186.0,70.0,37.0,171.0,,,2.0,3.0,17.0,,10.0,,11.0,1.0,,3.0,,,,,2.0,5.0,,,,924.0
Somervell,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,4.0,1.0,1.0,5.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,30.0
Starr,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,4.0,2.0,,,,,,,,,,,8.0,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,10.0,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,13.0,2.0,2.0,7.0,,,,,2.0,,,,,,,,,,,,,,,,,69.0
Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,11.0
Sterling,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Stonewall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0
Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Swisher,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,9.0
Tarrant,7.0,15.0,2.0,2.0,6.0,32.0,56.0,1.0,34.0,4.0,93.0,44.0,29.0,106.0,159.0,15.0,28.0,201.0,12.0,58.0,78.0,211.0,36.0,16.0,51.0,139.0,,1.0,1.0,4.0,10.0,19.0,224.0,49.0,319.0,358.0,9.0,13.0,428.0,237.0,,2.0,,1.0,51.0,5.0,20.0,90.0,62.0,52.0,212.0,9.0,226.0,526.0,,,1.0,9.0,26.0,44.0,,44.0,6.0,6.0,,,,87.0,155.0,55.0,8.0,17.0,28.0,4.0,3.0,3.0,,1.0,,25.0,85.0,387.0,4.0,147.0,63.0,97.0,50.0,5.0,35.0,14.0,30.0,14.0,24.0,18.0,1.0,41.0,13.0,,61.0,40.0,1.0,,4.0,10.0,90.0,41.0,70.0,145.0,5.0,17.0,40.0,3.0,8.0,3.0,5.0,,13.0,32.0,63.0,1.0,10.0,55.0,359.0,,,1.0,107.0,2.0,72.0,38.0,,227.0,615.0,185.0,121.0,1.0,1.0,23.0,,,6.0,36.0,187.0,4768.0,1312.0,864.0,4852.0,1.0,2.0,54.0,33.0,199.0,1.0,109.0,1.0,271.0,23.0,147.0,31.0,8.0,,1.0,47.0,92.0,164.0,,,,21591.0
Taylor,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,6.0,3.0,8.0,10.0,,,19.0,14.0,,,,,,,,11.0,1.0,8.0,3.0,,11.0,27.0,,,,,4.0,2.0,,,,,,,,1.0,2.0,1.0,,2.0,2.0,,,,,,,,4.0,17.0,,7.0,3.0,3.0,1.0,1.0,2.0,,1.0,,,1.0,,2.0,,,,2.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,22.0,,,3.0,14.0,,,,,,,,,1.0,,4.0,3.0,,,1.0,,,1.0,,8.0,94.0,29.0,12.0,55.0,,,2.0,1.0,8.0,,6.0,,6.0,1.0,,2.0,1.0,,,,3.0,5.0,,,,474.0
