County,Alfa Romeo Tonale,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q4 Sportback e-tron,Audi Q4 e-tron,Audi Q5 Plug In,Audi Q8 Sportback e-tron,Audi Q8 e-tron,Audi RS e-tron GT,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Azure Transit Connect,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW XM,BMW i3,BMW i3 REx,BMW i4,BMW i5,BMW i7,BMW i8,BMW iX,BYD 8TT,Bentley Bentayga Hybrid,Bentley Flying Spur Hybrid,BrightDrop EV600,Cadillac CT6,Cadillac ELR,Cadillac Lyriq,Chevrolet Blazer EV,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Silverado EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,Dodge Hornet,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Fisker Ocean,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,Freightliner eCascadia,GEM NEV,GMC Hummer EV Pickup,GMC Hummer EV SUV,Genesis G80 EV,Genesis GV60 EV,Genesis GV70 EV,Gillig Battery Electric Bus,GreenPower EV Star,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq 5,Hyundai Ioniq 6,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,IC Bus CE Electric Bus,International MV60E,Jaguar I-PACE,Jaguar I-Pace,Jeep Grand Cherokee Plug In,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia EV9,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorento Plug In,Kia Soul EV,Kia Sportage Plug-In,Land Rover Range Rover Plug In,Lexus NX 450h+,Lexus RZ 450e,Lexus TX 500h,Lincoln Aviator Plug In,Lincoln Corsair,Lion LionC Bus,Lucid Air,Mazda CX-90,Mazda MX-30,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQB,Mercedes EQE,Mercedes EQE SUV,Mercedes EQS,Mercedes EQS SUV,Mercedes GLC 350e Hybrid,Mercedes GLE 450e,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Mercedes S580e,Miles ZX40ST,Mini Cooper SE Countryman,Mini Cooper SE Hardtop 2 Door,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Ariya,Nissan Leaf,Orange EV T-Series N Standard Duty,Peterbilt 220EV,Peterbilt 579EV,Polestar 1,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Panamera Turbo S E-Hybrid,Porsche Taycan,Rivian EDV,Rivian R1S,Rivian R1T,Rolls Royce Spectre,Smart EQ ForTwo,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Subaru Solterra,Tesla Cybertruck,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Tesla Semi,Toyota BZ4X,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo Trucks VNR Electric Truck,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug-In,Volvo XC90 Plug-In,Wheego Life,Workhorse E-GEN Van,Xos MDXT,Grand Total
Orange,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,,,,,1.0,,,,,,,,,,4.0,4.0,,,5.0,6.0,,,,,,,,,,1.0,3.0,,2.0,7.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,4.0,7.0,,3.0,,,1.0,,2.0,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,32.0,12.0,6.0,19.0,,,,,,,,1.0,,,,,,,,,,,,,131.0
Palo Pinto,,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,,1.0,,2.0,8.0,,4.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,2.0,7.0,,8.0,,,,,1.0,,,,,,,,,,,,,,,,57.0
Panola,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,6.0,2.0,,1.0,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,27.0
Parker,,5.0,,1.0,,2.0,3.0,,2.0,,8.0,2.0,2.0,,3.0,7.0,,3.0,10.0,,2.0,4.0,7.0,,,2.0,3.0,,,1.0,,1.0,1.0,9.0,,6.0,16.0,,1.0,34.0,18.0,,,,,5.0,,,4.0,3.0,1.0,20.0,2.0,19.0,29.0,,,,,1.0,2.0,,,,,,,8.0,6.0,,,1.0,1.0,1.0,,,,,,1.0,9.0,22.0,1.0,15.0,1.0,4.0,1.0,1.0,3.0,,,,,,,4.0,2.0,,2.0,1.0,,,,,2.0,1.0,,3.0,,,2.0,,1.0,,,,1.0,,1.0,,,2.0,17.0,,,,,,,6.0,1.0,,5.0,,18.0,7.0,,,2.0,1.0,,,,,218.0,78.0,33.0,209.0,,,2.0,3.0,16.0,1.0,6.0,18.0,1.0,1.0,1.0,1.0,,,2.0,5.0,8.0,,,,996.0
Parmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,5.0
Pecos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,12.0
Polk,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,,2.0,3.0,,,9.0,4.0,,,,,,1.0,,4.0,,1.0,1.0,,5.0,1.0,,,,2.0,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,7.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,4.0,,,,,1.0,,,,,,,,3.0,,,,,,,,,23.0,7.0,3.0,20.0,,,,,6.0,,3.0,,,,1.0,,,,,,1.0,,,,129.0
Potter,,,,,1.0,,1.0,,,,1.0,,,,,,,,5.0,,,1.0,,,,,1.0,,,,,,,1.0,,4.0,3.0,,1.0,8.0,4.0,,,,,1.0,,,2.0,6.0,8.0,8.0,,16.0,5.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,8.0,,,,1.0,,,1.0,,,,,,,3.0,,,,2.0,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,1.0,7.0,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,1.0,42.0,17.0,7.0,24.0,,,2.0,,7.0,,6.0,3.0,3.0,,1.0,,,,,,,1.0,,,224.0
Presidio,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,7.0
Rains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,,,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,2.0,4.0,,,,,,,2.0,,,,,,,,,,,,,,29.0
Randall,,,,,,,,,,,6.0,,1.0,,1.0,3.0,,,7.0,,,,,,,,1.0,,,,,1.0,,,,4.0,11.0,,,29.0,3.0,,,,,2.0,1.0,,3.0,,2.0,5.0,,4.0,17.0,,,,,2.0,2.0,,,,,,,4.0,1.0,,,1.0,,1.0,,,,,,,4.0,8.0,,2.0,,,,,1.0,,2.0,,,,,12.0,1.0,,,3.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,2.0,,,2.0,7.0,,,,,,,3.0,,,2.0,,6.0,2.0,,,1.0,,,,3.0,,111.0,31.0,31.0,71.0,,,,1.0,18.0,,10.0,20.0,,,,,,,,2.0,2.0,,,,473.0
Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,5.0
Red River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,5.0
Reeves,,,,,,,,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,22.0
Refugio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,5.0
Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Robertson,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,3.0,,,,,,,1.0,,,,,,,,,,,,,,21.0
Rockwall,,,,,2.0,2.0,4.0,,3.0,,9.0,3.0,1.0,,3.0,17.0,,1.0,13.0,1.0,3.0,9.0,11.0,2.0,,6.0,7.0,,,1.0,,,4.0,12.0,2.0,16.0,16.0,,1.0,33.0,19.0,,,,,5.0,,,6.0,3.0,5.0,21.0,,16.0,44.0,,,,,2.0,4.0,1.0,3.0,,,,,6.0,5.0,2.0,2.0,,1.0,,,,,,,2.0,15.0,46.0,1.0,10.0,1.0,7.0,2.0,,,,1.0,2.0,,,,6.0,1.0,,4.0,4.0,,,,2.0,3.0,1.0,3.0,6.0,,3.0,2.0,,,,,,,2.0,1.0,,,5.0,15.0,,,,,4.0,,4.0,5.0,,14.0,,12.0,10.0,,,,,,,3.0,1.0,342.0,113.0,55.0,296.0,,,,3.0,27.0,,7.0,13.0,2.0,2.0,,,,,2.0,5.0,6.0,,,,1398.0
Runnels,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,13.0
Rusk,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,2.0,,3.0,1.0,,,6.0,,,,,1.0,,,,1.0,,,,,10.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,1.0,,,,,,2.0,,,,,,,,,14.0,6.0,5.0,12.0,,,,2.0,4.0,,1.0,,,,,,,,,1.0,2.0,,,,97.0
Sabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0
San Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,6.0
San Jacinto,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,3.0,,,1.0,2.0,,,,,,,,1.0,1.0,1.0,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,14.0,4.0,,5.0,,,,,,,1.0,,,,,,,,,,1.0,,,,52.0
San Patricio,,,,,,,,,,,,,,,3.0,2.0,,,3.0,,1.0,,,,,2.0,1.0,,,,,,,2.0,,3.0,1.0,,,7.0,2.0,,,,,,,,,,2.0,4.0,,3.0,6.0,,,,,,,,1.0,,,,,1.0,2.0,,,,1.0,,,,,,,,5.0,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,25.0,6.0,2.0,21.0,,,,,3.0,,2.0,,1.0,,,,,,,,,,,,124.0
San Saba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,6.0
Scurry,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,1.0,11.0,,,,,,,,,,,,,,,,,,,,,20.0
Shackelford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0
Shelby,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,20.0
Sherman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
Smith,,1.0,,,,,1.0,,1.0,,3.0,,1.0,,5.0,6.0,1.0,1.0,13.0,,1.0,6.0,2.0,,,3.0,7.0,,,,,,2.0,5.0,,4.0,14.0,,1.0,41.0,14.0,,,,,3.0,,,4.0,,5.0,7.0,1.0,12.0,9.0,,,,5.0,4.0,1.0,,,,,,,7.0,3.0,2.0,,,1.0,,1.0,,,,,,11.0,30.0,,5.0,,4.0,5.0,,2.0,1.0,1.0,3.0,,,,5.0,2.0,,,,,,,,1.0,,5.0,7.0,,,1.0,,1.0,,,,1.0,,3.0,,,1.0,16.0,,,,,,,4.0,2.0,,4.0,,7.0,2.0,,,1.0,,,1.0,,,176.0,68.0,33.0,129.0,,,1.0,2.0,12.0,,4.0,9.0,1.0,,3.0,,,,,3.0,5.0,,,,770.0
Somervell,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,22.0
Starr,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,5.0,1.0,,,,,,,,,,,3.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,7.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.0,2.0,4.0,,,,,2.0,,,,,,,,,,,,,,,,51.0
Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0
Sterling,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Stonewall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0
Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Swisher,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
Tarrant,6.0,16.0,1.0,2.0,8.0,35.0,40.0,1.0,27.0,,89.0,27.0,28.0,,105.0,134.0,11.0,28.0,211.0,5.0,63.0,82.0,170.0,17.0,9.0,52.0,108.0,,1.0,1.0,3.0,11.0,17.0,101.0,2.0,397.0,355.0,,16.0,449.0,196.0,,1.0,,1.0,50.0,6.0,5.0,92.0,56.0,45.0,202.0,6.0,219.0,383.0,,,1.0,10.0,12.0,11.0,43.0,5.0,2.0,,,1.0,95.0,118.0,35.0,7.0,11.0,19.0,2.0,3.0,2.0,,1.0,,23.0,95.0,357.0,5.0,120.0,9.0,64.0,47.0,5.0,24.0,16.0,22.0,13.0,13.0,18.0,,38.0,17.0,,45.0,25.0,,,5.0,13.0,56.0,32.0,35.0,120.0,,17.0,19.0,2.0,7.0,2.0,2.0,,11.0,39.0,51.0,2.0,10.0,40.0,367.0,,,,1.0,59.0,2.0,54.0,36.0,,202.0,327.0,141.0,101.0,2.0,,23.0,,,5.0,16.0,6.0,4294.0,1273.0,794.0,3741.0,1.0,2.0,13.0,36.0,173.0,,76.0,224.0,19.0,133.0,28.0,10.0,,,40.0,56.0,108.0,,,,18050.0
Taylor,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,2.0,,11.0,10.0,,,18.0,14.0,,,,,,,,10.0,,9.0,3.0,,12.0,15.0,,,,,2.0,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,6.0,14.0,,8.0,,2.0,,1.0,2.0,,1.0,,,1.0,,2.0,1.0,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,19.0,,,1.0,12.0,,,,,1.0,,1.0,,,1.0,,3.0,3.0,,,2.0,,,1.0,,1.0,93.0,27.0,11.0,40.0,,,,2.0,8.0,,8.0,8.0,,,2.0,,,,,4.0,6.0,,,,415.0
Terry,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,13.0
Throckmorton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
Titus,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,2.0,2.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,1.0,3.0,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,13.0,4.0,1.0,4.0,,,,,2.0,,,1.0,,,,,,,,1.0,1.0,,,,51.0
Tom Green,,,,,,,,,,,1.0,,1.0,,,2.0,1.0,,4.0,,2.0,1.0,,,,1.0,,,,,,,,8.0,,7.0,7.0,,,10.0,7.0,,,,,3.0,,,2.0,,1.0,4.0,1.0,5.0,11.0,,,,,,1.0,,,,,,,5.0,,,,1.0,1.0,,,,,,,,8.0,18.0,,7.0,,3.0,2.0,,2.0,,2.0,,,,,2.0,1.0,,1.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,13.0,,,,,,,4.0,,,,,3.0,2.0,,,1.0,,,,,,60.0,11.0,6.0,22.0,,,,,7.0,,6.0,2.0,1.0,,1.0,,,,,1.0,6.0,,,,285.0
Travis,10.0,70.0,2.0,1.0,10.0,108.0,136.0,1.0,67.0,,190.0,58.0,48.0,,201.0,185.0,13.0,80.0,478.0,4.0,173.0,184.0,244.0,9.0,10.0,42.0,125.0,,1.0,1.0,,,9.0,88.0,1.0,368.0,975.0,1.0,20.0,761.0,394.0,,,,,110.0,7.0,6.0,157.0,57.0,136.0,321.0,36.0,234.0,882.0,,,,21.0,10.0,7.0,22.0,9.0,7.0,,,,151.0,569.0,79.0,11.0,22.0,54.0,3.0,5.0,10.0,,,,45.0,264.0,539.0,1.0,126.0,16.0,127.0,156.0,3.0,24.0,22.0,27.0,19.0,32.0,36.0,,38.0,11.0,,65.0,47.0,1.0,1.0,6.0,4.0,44.0,23.0,27.0,107.0,,17.0,18.0,4.0,3.0,,,,66.0,109.0,100.0,16.0,20.0,78.0,937.0,,,,1.0,190.0,,115.0,49.0,,282.0,,439.0,308.0,,,17.0,,,24.0,24.0,44.0,7952.0,2124.0,1351.0,7130.0,11.0,,22.0,68.0,387.0,4.0,258.0,461.0,59.0,43.0,32.0,6.0,,12.0,124.0,202.0,353.0,,,,33265.0
Trinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,1.0,2.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,1.0,3.0,,,,,,,,,,,,,22.0
Tyler,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,15.0
Upshur,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,5.0,2.0,,,,,,,,2.0,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,1.0,1.0,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,16.0,2.0,1.0,8.0,,,,1.0,2.0,,,,,,,,,,,,,,,,68.0
Upton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
