County,Alfa Romeo Tonale,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q4 Sportback e-tron,Audi Q4 e-tron,Audi Q5 Plug In,Audi Q8 Sportback e-tron,Audi Q8 e-tron,Audi RS e-tron GT,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Azure Transit Connect,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW XM,BMW i3,BMW i3 REx,BMW i4,BMW i5,BMW i7,BMW i8,BMW iX,BYD 8TT,Bentley Bentayga Hybrid,Bentley Flying Spur Hybrid,Cadillac CT6,Cadillac ELR,Cadillac Lyriq,Chevrolet Blazer EV,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Silverado EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,Dodge Hornet,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Fisker Ocean,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,Freightliner eCascadia,GEM NEV,GMC Hummer EV Pickup,GMC Hummer EV SUV,Genesis G80 EV,Genesis GV60 EV,Genesis GV70 EV,Gillig Battery Electric Bus,GreenPower EV Star,Honda Accord Plug In,Honda Clarity BEV,Honda Clarity Plug In,Hyundai Ioniq 5,Hyundai Ioniq 6,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,IC Bus CE Electric Bus,International MV60E,Jaguar I-PACE,Jaguar I-Pace,Jeep Grand Cherokee Plug In,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorento Plug In,Kia Sorrento Plug In,Kia Soul EV,Kia Sportage Plug-In,Land Rover Range Rover Plug In,Lexus NX 450h+,Lexus RZ 450e,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mazda CX-90,Mazda MX-30,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQB,Mercedes EQE,Mercedes EQE SUV,Mercedes EQS,Mercedes EQS SUV,Mercedes GLC 350e Hybrid,Mercedes GLE 450e,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Cooper SE Countryman,Mini Cooper SE Hardtop 2 Door,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Ariya,Nissan Leaf,Orange EV T-Series N Standard Duty,Peterbilt 220EV,Peterbilt 579EV,Polestar 1,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Panamera Turbo S E-Hybrid,Porsche Taycan,Rivian EDV,Rivian R1S,Rivian R1T,Smart EQ ForTwo,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Subaru Solterra,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Tesla Semi,Toyota BZ4X,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo Trucks VNR Electric Truck,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug-In,Volvo XC90 Plug-In,Wheego Life,Workhorse E-GEN Van,Xos MDXT,Grand Total
Rains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,3.0,,,,,,1.0,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,10.0,,2.0,4.0,,,,,,,2.0,,,,,,,,,,,,,,31.0
Randall,,,,,,,,,,,6.0,,1.0,,1.0,3.0,,,7.0,,,,,,,,1.0,,,,1.0,,,,4.0,12.0,,,29.0,4.0,,,,,2.0,1.0,,3.0,,2.0,5.0,,4.0,19.0,,,,,2.0,2.0,,,,,,,,3.0,1.0,,,1.0,,1.0,,,,,,,4.0,9.0,,2.0,,,,,1.0,,2.0,,1.0,,11.0,1.0,,3.0,,,,,,,,1.0,,,,1.0,,,,,,2.0,,,2.0,6.0,,,,,,,3.0,,,2.0,,3.0,1.0,,1.0,,,,3.0,105.0,31.0,30.0,65.0,,,,1.0,17.0,,10.0,18.0,,,,,,,,2.0,2.0,,,,455.0
Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0
Red River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,5.0
Reeves,,,,,,,,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,21.0
Refugio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,5.0
Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Robertson,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,19.0
Rockwall,,,,,1.0,2.0,3.0,,2.0,,8.0,6.0,1.0,,3.0,16.0,,1.0,14.0,,2.0,10.0,11.0,1.0,,6.0,7.0,,,1.0,,4.0,8.0,2.0,14.0,18.0,,1.0,33.0,18.0,,,,,5.0,,,6.0,3.0,5.0,19.0,,16.0,45.0,,,,,2.0,3.0,1.0,2.0,,,,,,6.0,3.0,1.0,3.0,,1.0,,,,,,,2.0,13.0,48.0,1.0,8.0,7.0,2.0,,,,,1.0,2.0,,,6.0,1.0,4.0,3.0,,,,2.0,3.0,1.0,3.0,4.0,,3.0,2.0,,,,,,2.0,1.0,,,5.0,14.0,,,,,3.0,,4.0,5.0,,15.0,,11.0,11.0,,,,,,2.0,336.0,112.0,51.0,277.0,,,,3.0,26.0,,6.0,13.0,2.0,1.0,1.0,,,,2.0,3.0,6.0,,,,1342.0
Runnels,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,12.0
Rusk,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,3.0,1.0,,,6.0,,,,,1.0,,,,1.0,,,,,11.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,15.0,5.0,3.0,12.0,,,,2.0,3.0,,1.0,,,,1.0,,,,,1.0,2.0,,,,92.0
Sabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0
San Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,6.0
San Jacinto,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,13.0,4.0,,5.0,,,,,,,1.0,,,,,,,,,,1.0,,,,47.0
San Patricio,,,,,,,,,,,,,,,3.0,2.0,,,3.0,,1.0,,,,,2.0,1.0,,,,,,2.0,,2.0,1.0,,,8.0,1.0,,,,,,,,,,1.0,4.0,,3.0,5.0,,,,,,,,,,,,,,1.0,3.0,,,,1.0,,,,,,,,5.0,5.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,24.0,5.0,3.0,19.0,,,,,3.0,,1.0,,1.0,,,,,,,,,,,,116.0
San Saba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,7.0
Scurry,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,1.0,11.0,,,,,,,,,,,,,,,,,,,,,22.0
Shackelford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0
Shelby,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,19.0
Sherman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
Smith,,1.0,,,,,1.0,,1.0,,2.0,,1.0,,5.0,6.0,1.0,1.0,15.0,,,6.0,2.0,,,3.0,7.0,,,,,2.0,5.0,,5.0,12.0,,1.0,40.0,13.0,,,,,3.0,,,5.0,,4.0,8.0,1.0,12.0,9.0,,,,5.0,5.0,,,,,,,,,7.0,2.0,2.0,,1.0,1.0,,1.0,,,,,,9.0,32.0,,5.0,2.0,5.0,,,2.0,1.0,1.0,3.0,,,5.0,2.0,,,,,,,1.0,,5.0,5.0,,,1.0,,1.0,,,1.0,,3.0,,,,16.0,,,,,,,4.0,2.0,,3.0,,5.0,2.0,,1.0,,,1.0,,171.0,68.0,31.0,127.0,,,1.0,2.0,12.0,,4.0,9.0,1.0,,3.0,,,,,3.0,3.0,,,,749.0
Somervell,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,20.0
Starr,1.0,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,5.0,1.0,,,,,,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,1.0,4.0,,,,,2.0,,,,,,,,,,,,,,,,50.0
Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,4.0
Sterling,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Stonewall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Swisher,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
Tarrant,6.0,17.0,1.0,2.0,8.0,32.0,39.0,,22.0,,92.0,33.0,30.0,,101.0,137.0,12.0,28.0,197.0,3.0,67.0,84.0,158.0,6.0,5.0,53.0,90.0,,,1.0,11.0,16.0,68.0,2.0,407.0,344.0,,16.0,461.0,192.0,,,,1.0,51.0,7.0,,92.0,52.0,43.0,185.0,6.0,227.0,369.0,,1.0,1.0,10.0,9.0,9.0,43.0,5.0,1.0,,,1.0,1.0,94.0,114.0,31.0,7.0,11.0,16.0,2.0,6.0,2.0,,1.0,,22.0,83.0,340.0,5.0,124.0,63.0,45.0,4.0,,22.0,15.0,20.0,10.0,14.0,17.0,38.0,14.0,42.0,18.0,,,5.0,14.0,43.0,26.0,22.0,114.0,,15.0,14.0,1.0,7.0,2.0,,10.0,34.0,48.0,4.0,9.0,37.0,367.0,,,,1.0,57.0,2.0,55.0,38.0,,194.0,312.0,122.0,99.0,,23.0,,,6.0,12.0,4202.0,1270.0,759.0,3517.0,1.0,2.0,10.0,36.0,174.0,,66.0,204.0,18.0,130.0,22.0,9.0,,,35.0,57.0,106.0,,,,17346.0
Taylor,,,,,,,1.0,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,,8.0,11.0,,,19.0,14.0,,,,1.0,,,,9.0,1.0,9.0,3.0,1.0,12.0,14.0,,,,,3.0,,,,,,,,,,1.0,1.0,,2.0,1.0,,,,,,,,6.0,15.0,,8.0,2.0,1.0,1.0,,2.0,,1.0,,,1.0,2.0,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,18.0,,,,14.0,,,,,1.0,,1.0,,,1.0,,3.0,2.0,,2.0,,,1.0,,90.0,27.0,9.0,36.0,,,,2.0,10.0,,8.0,8.0,,,2.0,,,,,4.0,6.0,,,,409.0
Terry,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,12.0
Throckmorton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
Titus,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,2.0,3.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,1.0,3.0,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,12.0,5.0,1.0,4.0,,,,,2.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,52.0
Tom Green,,,,,,,,,,,1.0,,1.0,,,2.0,1.0,,4.0,,2.0,1.0,,,,1.0,,,,,,,6.0,,6.0,7.0,,,10.0,7.0,,,,,3.0,,,2.0,,1.0,4.0,1.0,5.0,9.0,,,,,1.0,,,,,,,,,5.0,,,,1.0,1.0,,,,,,,,6.0,16.0,,7.0,3.0,1.0,,1.0,1.0,,2.0,,,,2.0,1.0,1.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,2.0,12.0,,,,,,,4.0,,,,,2.0,2.0,,1.0,,,,,58.0,12.0,6.0,18.0,,,,,7.0,,6.0,2.0,1.0,,1.0,,,,,1.0,6.0,,,,268.0
Travis,7.0,70.0,2.0,1.0,8.0,101.0,124.0,1.0,60.0,,189.0,55.0,50.0,,199.0,185.0,15.0,79.0,459.0,2.0,176.0,185.0,226.0,2.0,5.0,42.0,116.0,,1.0,1.0,,11.0,63.0,1.0,346.0,937.0,,21.0,775.0,382.0,,,,,111.0,7.0,1.0,162.0,55.0,130.0,281.0,39.0,238.0,877.0,,,,22.0,13.0,2.0,16.0,9.0,6.0,,,,,151.0,552.0,63.0,12.0,22.0,49.0,2.0,5.0,9.0,,,,48.0,159.0,455.0,1.0,118.0,121.0,151.0,4.0,,26.0,22.0,25.0,17.0,32.0,31.0,36.0,10.0,58.0,33.0,,1.0,8.0,5.0,40.0,19.0,22.0,104.0,,16.0,14.0,4.0,4.0,,,61.0,114.0,99.0,18.0,20.0,67.0,934.0,,,,1.0,174.0,,121.0,52.0,,258.0,,378.0,292.0,,17.0,,,25.0,24.0,7658.0,2101.0,1313.0,6545.0,13.0,,21.0,67.0,374.0,4.0,217.0,436.0,62.0,44.0,27.0,7.0,,12.0,108.0,185.0,335.0,,,,31499.0
Trinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,2.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,3.0,,,,,,,,,,,,,19.0
Tyler,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,16.0
Upshur,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,3.0,1.0,,,4.0,2.0,,,,,,,,2.0,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,1.0,1.0,,,3.0,,,,,,,,,,,,,1.0,,,,,,,14.0,3.0,1.0,8.0,,,,1.0,2.0,,,,,,,,,,,,,,,,68.0
Upton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Uvalde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,8.0,4.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,27.0
Val Verde,,1.0,,,,,1.0,,,,,,,,3.0,,1.0,1.0,2.0,,1.0,2.0,1.0,,,1.0,,,,,,,,,1.0,1.0,,,3.0,2.0,,,,,,,,2.0,3.0,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,7.0,5.0,,,,,,,,,,,,,3.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,2.0,,,,3.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,1.0,19.0,6.0,,9.0,2.0,,,,6.0,,1.0,,,,1.0,,,,,1.0,,,,,104.0
Van Zandt,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,3.0,1.0,,,,,,,,,,,,6.0,7.0,,,8.0,4.0,,,,,1.0,,,5.0,,3.0,5.0,,5.0,3.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,2.0,9.0,,2.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,4.0,,,,,,,,,,,,2.0,2.0,,2.0,,,,,30.0,3.0,1.0,20.0,,,,,3.0,,,,,,,,,,,,,,,,143.0
Victoria,,1.0,,,1.0,,2.0,,,,,,,,1.0,1.0,,,2.0,,,1.0,,,,1.0,1.0,,,,,,1.0,,,4.0,,,6.0,,,,,,1.0,,,1.0,,,1.0,,2.0,6.0,,,,2.0,,,,1.0,,,,,,1.0,1.0,,,1.0,2.0,,,,,,,,2.0,6.0,,2.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,3.0,,,,,,,,1.0,,3.0,,,,,1.0,,,,,40.0,14.0,4.0,33.0,,,2.0,1.0,5.0,,1.0,1.0,1.0,,,,,,,,2.0,,,,169.0
Walker,,2.0,,,,,,,,,,,,,3.0,1.0,,,,,,,1.0,,,,,,,,,,,,3.0,1.0,,,3.0,4.0,,,,,1.0,,,1.0,,,4.0,,,4.0,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,7.0,5.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,2.0,,,,,,,,23.0,5.0,3.0,13.0,,,,1.0,3.0,,1.0,3.0,,,1.0,,,,1.0,,1.0,,,,111.0
Waller,,1.0,,,1.0,1.0,1.0,,1.0,,3.0,1.0,,,1.0,2.0,,,5.0,,,2.0,,,,,4.0,,,,,,,,6.0,13.0,,,7.0,11.0,,,,,,,,2.0,1.0,1.0,5.0,,5.0,9.0,,,,,1.0,,,2.0,,,,,,5.0,5.0,1.0,,,,,2.0,,,,,,2.0,10.0,,1.0,1.0,2.0,,,,2.0,,,,1.0,2.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,6.0,,,,,1.0,,1.0,2.0,,2.0,,3.0,2.0,,,,,,,87.0,19.0,10.0,102.0,,,1.0,,5.0,,1.0,7.0,,,1.0,,,,1.0,,2.0,,,,378.0
Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,12.0
Washington,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,,,,1.0,,,,,1.0,2.0,,,2.0,2.0,,,,,,,,2.0,,1.0,4.0,,4.0,3.0,,,,,,,,,,,,,,,3.0,2.0,,1.0,,,1.0,,,,,,,3.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,26.0,5.0,5.0,21.0,,,,1.0,1.0,,2.0,,,1.0,,,,,,,1.0,,,,112.0
Webb,,1.0,,,,3.0,5.0,,1.0,,1.0,3.0,1.0,,10.0,8.0,1.0,1.0,4.0,,1.0,3.0,3.0,,,3.0,4.0,1.0,,,,,3.0,,10.0,4.0,,1.0,8.0,6.0,,1.0,,,1.0,,,2.0,1.0,3.0,8.0,,2.0,19.0,,,,,1.0,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,,9.0,22.0,,2.0,,,2.0,,,,,,1.0,1.0,2.0,,,4.0,,,,,3.0,3.0,1.0,11.0,,1.0,1.0,,,,,,,1.0,,,2.0,3.0,,,,,,,2.0,,,5.0,,,6.0,,,,,,,120.0,19.0,20.0,79.0,,,,,2.0,,1.0,8.0,,,,,,,1.0,,4.0,,,,464.0
