County,ACURA ZDX,ALFA ROMEO TONALE,AUDI A3,AUDI A7,AUDI A8,AUDI E-TRON,AUDI E-TRON GT,AUDI E-TRON SPORTBACK,AUDI Q4,AUDI Q5,AUDI Q8,AUDI RS E-TRON GT,BENTLEY BENTAYGA,BENTLEY FLYING SPUR,BMW 330E,BMW 530E,BMW 745E,BMW I3,BMW I4,BMW I5,BMW I7,BMW I8,BMW IX,BMW X3,BMW X5,BMW XM,BRIGHTDROP ZEVO,BYD ELECTRIC TRUCK TRACTOR,CADILLAC CT6,CADILLAC ELR,CADILLAC LYRIQ,CHEVROLET BLAZER EV,CHEVROLET BOLT EUV,CHEVROLET BOLT EV,CHEVROLET EQUINOX EV,CHEVROLET SILVERADO EV,CHEVROLET SPARK,CHEVROLET VOLT,CHRYSLER PACIFICA,CODA CODA,DODGE HORNET,FERRARI 296 GTB,FERRARI 296 GTS,FERRARI SF90 STRADALE,FIAT 500,FIAT 500E,FISKER KARMA,FISKER OCEAN,FORD C-MAX,FORD ESCAPE,FORD F-150,FORD FOCUS,FORD FUSION,FORD MUSTANG MACH-E,FORD RANGER,FORD TRANSIT,FREIGHTLINER ECASCADIA 116” DAY CAB,GEM GEM,GENESIS G80,GENESIS GV60,GENESIS GV70,GILLIG LOW FLOOR BUS,GMC HUMMER EV PICKUP,GMC HUMMER EV SUV,GREENPOWER MOTOR COMPANY INC. EV STAR,HONDA ACCORD,HONDA CLARITY,HONDA PROLOGUE,HYUNDAI IONIQ,HYUNDAI IONIQ 5,HYUNDAI IONIQ 5 N,HYUNDAI IONIQ 6,HYUNDAI KONA ELECTRIC,HYUNDAI SANTA FE,HYUNDAI SONATA,HYUNDAI TUCSON,IC BUS PB10E,INTERNATIONAL MV60E,JAGUAR I-PACE,JEEP GRAND CHEROKEE,JEEP WRANGLER,KARMA REVERO,KIA EV6,KIA EV9,KIA NIRO,KIA OPTIMA,KIA SORENTO,KIA SOUL EV,KIA SPORTAGE,LAND ROVER RANGE ROVER,LEXUS NX,LEXUS RZ,LEXUS TX,LINCOLN AVIATOR,LINCOLN CORSAIR,LION LIONC (V2),LUCID AIR,MAZDA CX-70,MAZDA CX-90,MAZDA MX-30,MCLAREN P1,MERCEDES-BENZ B-CLASS,MERCEDES-BENZ C-CLASS,MERCEDES-BENZ EQB-CLASS,MERCEDES-BENZ EQE-CLASS SEDAN,MERCEDES-BENZ EQE-CLASS SUV,MERCEDES-BENZ EQS-CLASS SEDAN,MERCEDES-BENZ EQS-CLASS SUV,MERCEDES-BENZ ESPRINTER,MERCEDES-BENZ GLC-CLASS,MERCEDES-BENZ GLE-CLASS,MERCEDES-BENZ S-CLASS,MILES ZX50S AD,MINI COUNTRYMAN,MINI HARDTOP,MITSUBISHI I-MIEV,MITSUBISHI OUTLANDER,NEW FLYER XCELSIOR,NISSAN ARIYA,NISSAN LEAF,PETERBILT 220,PETERBILT 579,POLESTAR PS1,POLESTAR PS2,PORSCHE 918,PORSCHE CAYENNE,PORSCHE PANAMERA,PORSCHE TAYCAN,RIVIAN EDV,RIVIAN R1S,RIVIAN R1T,ROLLS ROYCE SPECTRE,SMART EQ FORTWO,SMART FORTWO ELECTRIC DRIVE,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,SUBARU CROSSTREK,SUBARU SOLTERRA,TESLA CYBERTRUCK,TESLA MODEL 3,TESLA MODEL S,TESLA MODEL X,TESLA MODEL Y,TESLA ROADSTER,TESLA SEMI,TOYOTA BZ4X,TOYOTA PRIUS PLUG-IN,TOYOTA PRIUS PRIME,TOYOTA RAV4,TOYOTA RAV4 PRIME,VINFAST VF 8,VOLKSWAGEN E-GOLF,VOLKSWAGEN ID.4,VOLVO C40,VOLVO S60,VOLVO S90,VOLVO TRUCK VNR,VOLVO V60,VOLVO XC40,VOLVO XC60,VOLVO XC90,WHEEGO ELECTRIC CARS WHEEGO,XOS MDXT,XOS SV01,Grand Total
Nueces,,3.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,9.0,4.0,1.0,13.0,9.0,1.0,1.0,3.0,7.0,3.0,14.0,2.0,,,1.0,3.0,10.0,3.0,13.0,19.0,,,4.0,25.0,31.0,,1.0,,,,5.0,,,2.0,9.0,3.0,11.0,13.0,15.0,32.0,,2.0,,2.0,1.0,,,,4.0,4.0,,,12.0,1.0,2.0,9.0,,10.0,4.0,,,,,,1.0,26.0,50.0,,11.0,2.0,7.0,1.0,3.0,,2.0,,3.0,,,4.0,2.0,,6.0,,2.0,,,,1.0,2.0,,3.0,6.0,,,3.0,3.0,,,1.0,,,12.0,,5.0,13.0,,,,2.0,,4.0,1.0,2.0,,11.0,8.0,,,1.0,,,2.0,6.0,307.0,61.0,43.0,220.0,,,2.0,1.0,25.0,,20.0,,1.0,24.0,,1.0,,,1.0,,5.0,5.0,,,,1250.0
Ochiltree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,8.0
Oldham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Orange,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,1.0,4.0,3.0,,,,5.0,7.0,,1.0,,,,,,,,,1.0,4.0,,1.0,7.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,3.0,10.0,,4.0,,3.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,31.0,13.0,8.0,21.0,,,,,,,,,,1.0,,,,,,,,,,,,141.0
Palo Pinto,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,1.0,2.0,,,,,,,,1.0,,,,,5.0,2.0,,,,,,,,,1.0,2.0,2.0,7.0,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,5.0,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,4.0,6.0,,8.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,62.0
Panola,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,5.0,2.0,,2.0,,,,,,,1.0,,,2.0,,,1.0,,,,1.0,,,,,28.0
Parker,,,4.0,,1.0,8.0,2.0,4.0,,5.0,2.0,,,1.0,4.0,7.0,,6.0,9.0,,1.0,2.0,4.0,3.0,10.0,1.0,,,1.0,1.0,13.0,4.0,6.0,16.0,,,1.0,37.0,17.0,,,,,,4.0,,,,4.0,5.0,27.0,2.0,19.0,43.0,,1.0,,,,,,,2.0,2.0,,,8.0,,2.0,6.0,,,3.0,1.0,,,,,1.0,10.0,24.0,1.0,13.0,3.0,5.0,1.0,4.0,,,,,1.0,,4.0,2.0,,2.0,,3.0,,,,,5.0,1.0,1.0,5.0,1.0,,1.0,2.0,1.0,,1.0,,,2.0,,6.0,21.0,,,,,,7.0,1.0,6.0,,21.0,5.0,,,3.0,,,,9.0,225.0,73.0,36.0,242.0,,,6.0,3.0,18.0,1.0,9.0,1.0,1.0,19.0,2.0,1.0,1.0,,,2.0,6.0,11.0,,,,1129.0
Parmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,5.0
Pecos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,14.0
Polk,,,1.0,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,1.0,,,,,1.0,,,1.0,4.0,,,,9.0,5.0,,,,,,,,1.0,,4.0,1.0,2.0,,5.0,3.0,,,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,2.0,15.0,,4.0,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,1.0,,1.0,3.0,,,,1.0,,,,,,1.0,2.0,,,,,,,1.0,28.0,8.0,5.0,21.0,,,,,5.0,,3.0,,,,1.0,1.0,,,,,,1.0,,,,157.0
Potter,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,6.0,,,,,,3.0,1.0,3.0,3.0,,3.0,1.0,5.0,6.0,,,,,,1.0,,,,1.0,8.0,9.0,,15.0,8.0,,6.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,3.0,8.0,,1.0,,1.0,,1.0,,,,,,,3.0,,,,,3.0,,,,,,,,2.0,,,1.0,,,,,1.0,,3.0,,1.0,7.0,,,,,,,,1.0,,3.0,,,,,,,,4.0,47.0,17.0,7.0,23.0,,,2.0,,6.0,,5.0,,,4.0,,1.0,,,,,,,1.0,,,242.0
Presidio,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,9.0
Rains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,2.0,3.0,4.0,,,,,,,3.0,,,1.0,,,,,,,,1.0,,,,35.0
Randall,,,,,,6.0,,1.0,,,,1.0,,,2.0,2.0,,,,,,,1.0,,6.0,,,,1.0,,1.0,,4.0,12.0,,,,29.0,5.0,,,,,,2.0,,1.0,,3.0,2.0,8.0,,5.0,20.0,,,,1.0,,,,,2.0,3.0,,,4.0,,1.0,2.0,,,,1.0,,,,,,3.0,11.0,,3.0,1.0,,,2.0,,1.0,,,1.0,,12.0,,,,,3.0,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,2.0,,4.0,9.0,,,,,,3.0,,2.0,,8.0,3.0,,,,,,3.0,3.0,116.0,29.0,34.0,78.0,,,1.0,1.0,21.0,,15.0,,,17.0,,1.0,,,1.0,,2.0,3.0,,,,523.0
Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,5.0
Red River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,8.0
Reeves,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,19.0
Refugio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,7.0
Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Robertson,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,5.0,,,3.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,23.0
Rockwall,,,,,,7.0,2.0,1.0,7.0,7.0,5.0,,,1.0,5.0,15.0,,10.0,12.0,2.0,,6.0,7.0,1.0,14.0,3.0,,,,5.0,24.0,5.0,13.0,18.0,,,1.0,32.0,19.0,,,,,,6.0,,,,5.0,8.0,23.0,,18.0,50.0,,5.0,,,1.0,3.0,1.0,,3.0,8.0,,,7.0,,2.0,9.0,,3.0,2.0,,,,,,3.0,13.0,45.0,1.0,17.0,10.0,9.0,,1.0,,2.0,1.0,,2.0,,4.0,1.0,,3.0,,5.0,,,,2.0,5.0,1.0,4.0,13.0,,,3.0,2.0,,,,2.0,,1.0,,6.0,12.0,,,,4.0,,5.0,5.0,14.0,,18.0,12.0,1.0,,,,,5.0,12.0,351.0,121.0,61.0,359.0,,,2.0,3.0,31.0,,6.0,,2.0,17.0,2.0,,,,,2.0,7.0,8.0,,,,1592.0
Runnels,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,11.0
Rusk,,,,,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,2.0,,2.0,1.0,,,,5.0,,,,,,1.0,,,,,1.0,1.0,1.0,,7.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,2.0,,,,,,,,15.0,5.0,5.0,14.0,,,,1.0,4.0,,1.0,,,,,,,,,,1.0,2.0,,,,95.0
Sabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,7.0
San Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,8.0
San Jacinto,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,3.0,,,,1.0,3.0,,,,,,,,,,1.0,1.0,1.0,,1.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,14.0,4.0,,8.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,57.0
San Patricio,,,,,,,,,,,,,,,4.0,2.0,,1.0,,1.0,1.0,2.0,1.0,,3.0,,,,,,3.0,1.0,3.0,5.0,,,,7.0,4.0,,,,,,,,,,,2.0,5.0,,3.0,6.0,,,,,,1.0,,,,,,,1.0,,,2.0,,,2.0,,,,,,,8.0,8.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,2.0,,,,,,,,29.0,6.0,2.0,26.0,,,,,4.0,,2.0,,1.0,1.0,,,,,,,,2.0,,,,158.0
San Saba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,8.0
Scurry,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,18.0
Shackelford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0
Shelby,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,18.0
Sherman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
Smith,,,1.0,,,2.0,,,,,1.0,,,,4.0,5.0,1.0,7.0,2.0,,,3.0,7.0,1.0,14.0,2.0,,,,1.0,10.0,2.0,11.0,13.0,,,1.0,39.0,15.0,,,,,,3.0,,,1.0,4.0,5.0,9.0,1.0,11.0,14.0,,,,5.0,,1.0,,,3.0,1.0,,,8.0,1.0,,3.0,,3.0,2.0,,1.0,,,,,12.0,34.0,,11.0,2.0,10.0,,3.0,1.0,1.0,3.0,,,,6.0,1.0,,,,1.0,,,,1.0,3.0,,7.0,7.0,,,,1.0,1.0,,1.0,,,4.0,,2.0,16.0,,,,,,3.0,2.0,6.0,,8.0,3.0,,,1.0,,2.0,2.0,3.0,180.0,67.0,41.0,159.0,,,1.0,3.0,15.0,,8.0,,1.0,9.0,,2.0,,,,,3.0,5.0,,,,870.0
Somervell,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,4.0,1.0,2.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,25.0
Starr,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,5.0,2.0,,,,,,,,,,,,6.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0,10.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,2.0,6.0,,,,,2.0,,,,,,,,,,,,,,,,,64.0
Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,8.0
Sterling,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Stonewall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0
Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Swisher,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,10.0
Tarrant,,6.0,16.0,2.0,2.0,95.0,36.0,27.0,41.0,52.0,33.0,3.0,1.0,1.0,110.0,154.0,14.0,135.0,199.0,32.0,13.0,50.0,128.0,29.0,210.0,10.0,3.0,,10.0,17.0,166.0,18.0,406.0,362.0,,6.0,14.0,439.0,211.0,,1.0,1.0,,1.0,50.0,,6.0,20.0,93.0,51.0,217.0,6.0,219.0,448.0,,57.0,1.0,10.0,44.0,6.0,2.0,,21.0,26.0,,1.0,88.0,2.0,22.0,141.0,1.0,48.0,28.0,2.0,3.0,3.0,,1.0,25.0,90.0,352.0,5.0,132.0,43.0,129.0,5.0,32.0,15.0,26.0,13.0,21.0,28.0,1.0,38.0,15.0,,52.0,,35.0,,,3.0,11.0,70.0,41.0,55.0,139.0,1.0,,18.0,33.0,13.0,,12.0,36.0,,59.0,10.0,59.0,360.0,,,1.0,86.0,2.0,70.0,40.0,222.0,513.0,181.0,116.0,2.0,1.0,26.0,,6.0,26.0,98.0,4500.0,1314.0,838.0,4354.0,1.0,2.0,39.0,33.0,195.0,,88.0,1.0,22.0,254.0,145.0,33.0,9.0,,,40.0,80.0,145.0,,,,20131.0
Taylor,,,,,,,,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,,,1.0,3.0,1.0,,,,,5.0,,10.0,11.0,1.0,,,19.0,13.0,,,,,,,,,,10.0,10.0,3.0,,12.0,24.0,,,,,,,,,1.0,1.0,,,,,2.0,2.0,,1.0,2.0,,,,,,,5.0,15.0,,9.0,,3.0,1.0,2.0,,1.0,,,1.0,,2.0,,,,,2.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,24.0,,2.0,13.0,,,,,,1.0,,1.0,,4.0,3.0,,,2.0,,1.0,,2.0,90.0,27.0,12.0,46.0,,,2.0,1.0,8.0,,7.0,,,7.0,,2.0,,,,,2.0,5.0,,,,444.0
Terry,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,16.0
Throckmorton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Titus,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,3.0,4.0,,,,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,3.0,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,12.0,3.0,1.0,7.0,,,,,2.0,,,,,1.0,,,,,,,1.0,1.0,,,,58.0
Tom Green,,,,,,1.0,,1.0,,1.0,,,,,1.0,3.0,2.0,2.0,,,,1.0,,,3.0,,,,,,16.0,,8.0,8.0,,,,9.0,7.0,,1.0,,,,3.0,,,,2.0,1.0,5.0,1.0,5.0,11.0,,,,,,,,,,2.0,,,5.0,,1.0,1.0,,,,,,,,,,5.0,20.0,,7.0,1.0,7.0,,2.0,,3.0,,,,,2.0,1.0,,1.0,,6.0,,,,,,,,,,,,,,,,,,,,3.0,13.0,,,,,,4.0,,1.0,,4.0,2.0,,,1.0,,,,,58.0,11.0,6.0,28.0,,,,,8.0,,8.0,,1.0,2.0,,1.0,,,,,,6.0,,,,313.0
